Date,Adj Close,Close,High,Low,Open,Volume
2008-03-19 00:00:00+00:00,12.579992294311523,14.125,17.25,13.75,14.875,708486000
2008-03-20 00:00:00+00:00,14.327831268310547,16.087499618530273,16.25,14.375,14.600000381469727,198985200
2008-03-24 00:00:00+00:00,13.299165725708008,14.932499885559082,16.924999237060547,14.75,16.809999465942383,149566400
2008-03-25 00:00:00+00:00,14.082911491394043,15.8125,16.0625,14.954999923706055,15.145000457763672,87092000
2008-03-26 00:00:00+00:00,14.24099349975586,15.989999771118164,16.1200008392334,15.392499923706055,15.682499885559082,43111600
2008-03-27 00:00:00+00:00,14.007209777832031,15.727499961853027,16.184999465942383,15.662500381469727,16.012500762939453,39829600
2008-03-28 00:00:00+00:00,13.973810195922852,15.6899995803833,15.859999656677246,15.539999961853027,15.842499732971191,24675200
2008-03-31 00:00:00+00:00,13.884748458862305,15.59000015258789,15.869999885559082,15.512499809265137,15.649999618530273,22157200
2008-04-01 00:00:00+00:00,13.717758178710938,15.40250015258789,15.920000076293945,15.077500343322754,15.765000343322754,60410800
2008-04-02 00:00:00+00:00,13.875842094421387,15.579999923706055,15.579999923706055,15.125,15.430000305175781,43836400
2008-04-03 00:00:00+00:00,14.583887100219727,16.375,16.572500228881836,15.454999923706055,15.487500190734863,100868000
2008-04-04 00:00:00+00:00,14.356779098510742,16.1200008392334,16.329999923706055,15.9375,16.225000381469727,36394400
2008-04-07 00:00:00+00:00,14.481465339660645,16.260000228881836,16.450000762939453,16.0049991607666,16.274999618530273,28301600
2008-04-08 00:00:00+00:00,15.160560607910156,17.022499084472656,17.059999465942383,16.202499389648438,16.225000381469727,53925600
2008-04-09 00:00:00+00:00,14.648451805114746,16.447500228881836,17.18000030517578,16.40250015258789,17.110000610351562,48324400
2008-04-10 00:00:00+00:00,14.719704627990723,16.52750015258789,16.6825008392334,16.27750015258789,16.540000915527344,22372000
2008-04-11 00:00:00+00:00,14.719704627990723,16.52750015258789,16.6924991607666,16.3125,16.3125,26421600
2008-04-14 00:00:00+00:00,14.623968124389648,16.420000076293945,16.809999465942383,16.38249969482422,16.674999237060547,28443600
2008-04-15 00:00:00+00:00,14.327831268310547,16.087499618530273,16.637500762939453,16.0,16.572500228881836,23888000
2008-04-16 00:00:00+00:00,14.726377487182617,16.53499984741211,16.737499237060547,16.139999389648438,16.139999389648438,25136800
2008-04-17 00:00:00+00:00,14.92677116394043,16.760000228881836,16.9375,16.502500534057617,16.565000534057617,22459600
2008-04-18 00:00:00+00:00,15.36317253112793,17.25,17.612499237060547,16.799999237060547,17.002500534057617,104099600
2008-04-21 00:00:00+00:00,15.80180835723877,17.74250030517578,18.125,17.212499618530273,17.3700008392334,58848000
2008-04-22 00:00:00+00:00,15.648173332214355,17.56999969482422,18.100000381469727,17.5,17.979999542236328,47357600
2008-04-23 00:00:00+00:00,15.603641510009766,17.520000457763672,17.924999237060547,17.422500610351562,17.737499237060547,37319600
2008-04-24 00:00:00+00:00,16.097938537597656,18.075000762939453,18.247499465942383,17.510000228881836,17.799999237060547,38086800
2008-04-25 00:00:00+00:00,16.72136878967285,18.774999618530273,19.020000457763672,18.477500915527344,19.0,101460000
2008-04-28 00:00:00+00:00,16.839380264282227,18.907499313354492,19.322500228881836,18.725000381469727,19.125,132517200
2008-04-29 00:00:00+00:00,18.00831413269043,20.219999313354492,20.219999313354492,17.75,18.537500381469727,197308400
2008-04-30 00:00:00+00:00,18.580535888671875,20.862499237060547,21.202499389648438,20.267499923706055,20.350000381469727,147543600
2008-05-01 00:00:00+00:00,19.014713287353516,21.350000381469727,21.90999984741211,20.975000381469727,21.09749984741211,116395600
2008-05-02 00:00:00+00:00,18.424678802490234,20.6875,21.875,20.25,21.822500228881836,136648800
2008-05-05 00:00:00+00:00,18.939010620117188,21.264999389648438,21.375,20.204999923706055,20.712499618530273,70377200
2008-05-06 00:00:00+00:00,19.488969802856445,21.88249969482422,22.037500381469727,21.1875,21.36750030517578,75913200
2008-05-07 00:00:00+00:00,19.70494842529297,22.125,22.459999084472656,21.915000915527344,22.207500457763672,100464800
2008-05-08 00:00:00+00:00,19.43775749206543,21.825000762939453,22.4375,21.485000610351562,22.375,92836400
2008-05-09 00:00:00+00:00,18.44916534423828,20.71500015258789,21.667499542236328,20.6299991607666,21.452499389648438,94312000
2008-05-12 00:00:00+00:00,18.235424041748047,20.475000381469727,21.1200008392334,19.524999618530273,20.912500381469727,147471600
2008-05-13 00:00:00+00:00,18.342296600341797,20.594999313354492,20.875,20.197500228881836,20.457500457763672,53249600
2008-05-14 00:00:00+00:00,18.308897018432617,20.5575008392334,21.087499618530273,20.362499237060547,20.825000762939453,51400400
2008-05-15 00:00:00+00:00,18.313350677490234,20.5625,20.732500076293945,20.27750015258789,20.63249969482422,36688800
2008-05-16 00:00:00+00:00,18.340076446533203,20.592500686645508,20.712499618530273,20.315000534057617,20.677499771118164,34066800
2008-05-19 00:00:00+00:00,18.55158805847168,20.829999923706055,21.184999465942383,20.537500381469727,20.5674991607666,45473200
2008-05-20 00:00:00+00:00,18.42245101928711,20.684999465942383,20.959999084472656,20.477500915527344,20.719999313354492,40702000
2008-05-21 00:00:00+00:00,18.001628875732422,20.212499618530273,20.857500076293945,20.1299991607666,20.670000076293945,41831600
2008-05-22 00:00:00+00:00,17.213436126708984,19.327499389648438,20.149999618530273,19.040000915527344,20.142499923706055,85283600
2008-05-23 00:00:00+00:00,16.99968910217285,19.087499618530273,19.327499389648438,18.780000686645508,18.959999084472656,42196400
2008-05-27 00:00:00+00:00,17.531827926635742,19.684999465942383,19.735000610351562,18.59000015258789,19.229999542236328,62776400
2008-05-28 00:00:00+00:00,18.239866256713867,20.479999542236328,20.487499237060547,19.887500762939453,20.072500228881836,52996000
2008-05-29 00:00:00+00:00,18.98131561279297,21.3125,21.737499237060547,20.752500534057617,20.857500076293945,100613200
2008-05-30 00:00:00+00:00,19.228458404541016,21.59000015258789,21.889999389648438,21.452499389648438,21.5049991607666,72016000
